access-location,nanoseconds
arr[156570],1422
arr[180221],1398
arr[196689],1344
arr[1734],1434
arr[160329],1398
arr[125663],1428
arr[173317],1356
arr[62266],1620
arr[225193],1422
arr[141919],1446
arr[228398],1416
arr[132673],1434
arr[209914],1284
arr[75872],1428
arr[90613],1452
arr[229290],1788
arr[27061],1404
arr[119517],1422
arr[163519],1434
arr[107499],1416
arr[77305],1428
arr[119996],1386
arr[5067],1428
arr[240055],1422
arr[41507],1476
arr[51191],1428
arr[39685],1422
arr[5420],1386
arr[62862],1428
arr[225352],1746
arr[210289],1404
arr[219432],1392
arr[155573],1434
arr[156978],1596
arr[237518],1440
arr[82254],1398
arr[32642],1410
arr[160836],1398
arr[144520],1494
arr[24187],1416
arr[52755],1404
arr[122918],1404
arr[173212],1314
arr[29021],1476
arr[215142],1422
arr[13826],1446
arr[8311],1440
arr[242203],1416
arr[133343],1380
arr[171830],1440
arr[116055],1422
arr[227000],1470
arr[58179],1440
arr[121122],1416
arr[233407],1326
arr[99686],1518
arr[188665],1368
arr[23092],1410
arr[121458],1434
arr[1527],1422
arr[14796],1440
arr[98099],1392
arr[237311],1416
arr[186721],1476
arr[5077],1290
arr[224830],1512
arr[18975],1392
arr[54071],1440
arr[152018],1668
arr[163495],1446
arr[94611],1410
arr[204773],1392
arr[36414],1470
arr[34175],1440
arr[146],1362
arr[17908],1386
arr[48001],1416
arr[24810],1434
arr[10112],1446
arr[197696],1440
arr[212992],1410
arr[126167],1290
arr[191048],1428
arr[21171],1422
arr[247289],1398
arr[174455],1416
arr[137209],1524
arr[185955],1404
arr[213899],1458
arr[8667],1452
arr[203834],1680
arr[228695],1494
arr[106766],1446
arr[191146],1386
arr[181768],1428
arr[128196],1440
arr[182328],1422
arr[200743],1440
arr[198619],1434
arr[84346],1482
arr[130591],1440
arr[43230],1452
arr[55471],1422
arr[183357],1404
arr[93758],1500
arr[71969],1422
arr[201265],1410
arr[141759],1446
arr[96779],1446
arr[227729],1422
arr[105808],1356
arr[59772],1350
arr[120248],1458
arr[63208],1404
arr[97295],1434
arr[133890],1464
arr[4016],1458
arr[857],1506
arr[86197],1440
arr[217915],1476
arr[9524],1440
arr[40031],1440
arr[212963],1326
arr[132643],1428
arr[247529],1416
arr[161083],1446
arr[27191],1416
arr[179857],1488
arr[111827],1410
arr[225810],1560
arr[30555],1404
arr[8770],1416
arr[35393],1452
arr[102378],1470
arr[192127],1428
arr[129151],1416
arr[174348],1362
arr[159744],1470
arr[37262],1434
arr[21127],1374
arr[137474],1392
arr[159422],1404
arr[97251],1434
arr[7722],1434
arr[222631],1308
arr[210899],1416
arr[141612],1326
arr[242999],1620
arr[211756],1272
arr[227809],1434
arr[210914],1332
arr[237632],1410
arr[17841],1422
arr[190229],1374
arr[120275],1446
arr[31722],1452
arr[101313],1440
arr[163818],1452
arr[227932],1428
arr[229492],1380
arr[155981],1446
arr[8487],1452
arr[238262],1494
arr[191374],1410
arr[110866],1470
arr[196741],1434
arr[86877],1428
arr[51566],1452
arr[106485],1404
arr[140491],1458
arr[89045],1434
arr[243959],1434
arr[66266],1428
arr[186297],1278
arr[18034],1422
arr[38897],1386
arr[147196],1440
arr[159646],1452
arr[48248],1440
arr[125304],1680
arr[153808],1362
arr[25514],1458
arr[112936],1392
arr[188001],1404
arr[215744],1458
arr[249564],1554
arr[219723],1440
arr[83409],1392
arr[163382],1452
arr[197655],1428
arr[79253],1434
arr[69363],1434
arr[222495],1326
arr[83867],1710
arr[27089],1410
arr[99713],1512
arr[30608],1440
arr[130318],1416
arr[151279],1404
arr[153445],1410
arr[20810],1344
arr[240324],1422
arr[147405],1434
arr[87076],1356
arr[192973],1572
arr[165439],1518
arr[142325],1392
arr[106521],1428
arr[91437],1332
arr[190573],1386
arr[231825],1356
arr[245245],1422
arr[216087],1428
arr[94762],1422
arr[183246],1392
arr[198183],1506
arr[94326],1458
arr[152970],1398
arr[47944],1350
arr[24060],1488
arr[116977],1428
arr[127197],1320
arr[109776],1428
arr[89472],1410
arr[211064],1404
arr[136865],1308
arr[189185],1374
arr[8024],1368
arr[33536],1464
arr[90464],1416
arr[161470],1440
arr[70698],1404
arr[97141],1404
arr[75227],1368
arr[174126],1404
arr[40114],1404
arr[7018],1410
arr[82803],1428
arr[162988],1446
arr[98455],1494
arr[23376],1422
arr[144813],1470
arr[110053],1398
arr[5815],1392
arr[5927],1362
arr[43299],1464
arr[220351],1380
arr[100253],1374
arr[212621],1620
arr[18295],1482
arr[140666],1368
arr[79599],1494
arr[161845],1380
arr[442],1530
arr[169071],1398
arr[139261],1434
arr[153659],1362
arr[124609],1428
arr[147286],1428
arr[187195],1410
arr[231425],1416
arr[75108],1638
arr[24245],1470
arr[78566],1440
arr[150335],1428
arr[198371],1428
arr[135033],1410
arr[157353],1332
arr[31174],1446
arr[48021],1434
arr[22160],1740
arr[70902],1404
arr[209186],1398
arr[132213],1428
arr[76718],1422
arr[215114],1386
arr[191865],1416
arr[63421],1476
arr[81719],1422
arr[154486],1380
arr[81716],1290
arr[222385],1482
arr[437],1326
arr[9913],1464
arr[222827],1464
arr[185861],1398
arr[149175],1458
arr[142839],1446
arr[60470],1458
arr[62813],1542
arr[80034],1380
arr[41895],1488
arr[137921],1428
arr[104280],1434
arr[136814],1404
arr[54608],1368
arr[69003],1428
arr[21847],1434
arr[228313],1404
arr[100178],1464
arr[86220],1416
arr[16825],1392
arr[171080],1530
arr[45406],1476
arr[149039],1428
arr[14150],1422
arr[10520],1398
arr[90904],1422
arr[77571],1410
arr[92240],1704
arr[11742],1374
arr[159288],1374
arr[64625],1374
arr[12180],1416
arr[185553],1326
arr[53805],1428
arr[198041],1404
arr[84728],1434
arr[196644],1920
arr[8511],1620
arr[163893],1434
arr[43030],1458
arr[66758],1422
arr[68166],1386
arr[163662],1392
arr[203572],1350
arr[139126],1464
arr[232666],1428
arr[241771],1536
arr[117439],1482
arr[82844],1440
arr[77991],1416
arr[134265],1416
arr[3924],1380
arr[123398],1428
arr[49656],1368
arr[18075],1410
arr[133918],1404
arr[156912],1404
arr[111998],1500
arr[242510],1320
arr[168654],1428
arr[37638],1446
arr[73488],1416
arr[180834],1350
arr[223192],1446
arr[127293],1296
arr[145227],1386
arr[74272],1410
arr[90289],1404
arr[170090],1314
arr[238166],1482
arr[133319],1434
arr[236849],1464
arr[56332],1428
arr[63334],1380
arr[206773],1464
arr[195459],1284
arr[46000],1434
arr[214897],1452
arr[79250],1422
arr[145196],1428
arr[42888],1446
arr[229867],1410
arr[165472],1392
arr[182638],1410
arr[29523],1446
arr[183547],1416
arr[66557],1428
arr[186435],1368
arr[61898],1656
arr[75419],1434
arr[121442],1398
arr[99536],1458
arr[148907],1290
arr[68628],1686
arr[72728],1578
arr[26200],1350
arr[213856],1296
arr[147001],1650
arr[132841],1410
arr[150298],1434
arr[151519],1428
arr[16161],1434
arr[153499],1470
arr[224203],1416
arr[95847],1428
arr[110273],1410
arr[169662],1386
arr[141847],1362
arr[91522],1398
arr[15265],1416
arr[37043],1410
arr[134410],1398
arr[245132],1416
arr[202515],1518
arr[67049],1410
arr[24656],1392
arr[152415],1356
arr[149958],1452
arr[227443],1398
arr[214313],1434
arr[225377],1374
arr[98885],1428
arr[80201],1422
arr[124285],1374
arr[183866],1440
arr[152930],1380
arr[166837],1386
arr[164074],1398
arr[66283],1392
arr[66031],1428
arr[64372],1392
arr[217802],1398
arr[82192],1428
arr[217872],1410
arr[192005],1356
arr[178039],1422
arr[94497],1440
arr[128020],1494
arr[86238],1506
arr[186019],1452
arr[143285],1410
arr[139633],1428
arr[70429],1440
arr[154769],1386
arr[92148],1416
arr[153830],1392
arr[179425],1410
arr[10915],1428
arr[53788],1428
arr[173221],1302
arr[225228],1578
arr[45518],1428
arr[38458],1314
arr[55430],1440
arr[186155],1458
arr[222324],1398
arr[224712],1404
arr[119344],1506
arr[136398],1452
arr[57347],1416
arr[185375],1446
arr[217123],1452
arr[25149],1470
arr[33919],1446
arr[184995],1440
arr[233506],1386
arr[228310],1314
arr[29492],1386
arr[127878],1494
arr[64548],1440
arr[231863],1314
arr[21163],1470
arr[204181],1476
arr[68644],1434
arr[175933],1440
arr[62682],1470
arr[222475],1278
arr[121710],1404
arr[73597],1488
arr[42615],1416
arr[61283],1404
arr[65178],1410
arr[88133],1392
arr[99742],1380
arr[120608],1404
arr[40640],1434
arr[88418],1380
arr[111672],1410
arr[159985],1410
arr[241169],1494
arr[169019],1428
arr[95360],1446
arr[208292],1476
arr[210520],1428
arr[129280],1416
arr[159639],1398
arr[210378],1320
arr[107590],1416
arr[205483],1362
arr[88257],1548
arr[188491],1446
arr[187346],1416
arr[125772],1308
arr[142672],1416
arr[5990],1458
arr[68057],1302
arr[221706],1422
arr[244817],1506
arr[206120],1398
arr[45304],1488
arr[37433],1452
arr[17403],1404
arr[110482],1446
arr[141918],1338
arr[133497],1476
arr[247442],1572
arr[182559],1512
arr[238268],1458
arr[109114],1458
arr[92544],1482
arr[229437],1416
arr[44485],1392
arr[187904],1428
arr[204081],1482
arr[5005],1470
arr[83536],1458
arr[130072],1398
arr[215383],1410
arr[207479],1356
arr[85555],1404
arr[69992],1458
arr[145970],1416
arr[39253],1434
arr[195765],1416
arr[54994],1428
arr[45243],1398
arr[13822],1398
arr[26701],1716
arr[40061],1296
arr[219942],1404
arr[72005],1464
arr[93846],1428
arr[3698],1440
arr[182487],1404
arr[235764],1314
arr[137195],1410
arr[196281],1452
arr[184675],1368
arr[141815],1452
arr[55395],1410
arr[27219],1416
arr[137604],1416
arr[116232],1416
arr[231476],1422
arr[91685],1386
arr[137589],1320
arr[65012],1524
arr[238109],1452
arr[102972],1524
arr[38843],1398
arr[73664],1440
arr[189317],1434
arr[184813],1422
arr[112917],1596
arr[135082],1422
arr[239808],1374
arr[174513],1434
arr[165256],1380
arr[16509],1452
arr[230926],1410
arr[151551],1818
arr[88514],1440
arr[74772],1374
arr[155249],1710
arr[37353],1452
arr[76888],1458
arr[58796],1482
arr[233634],1410
arr[11564],1428
arr[200612],1410
arr[55381],1398
arr[55135],1380
arr[88216],1452
arr[187965],1380
arr[36611],1446
arr[196254],1272
arr[75554],1416
arr[117976],1410
arr[184363],1404
arr[194878],1428
arr[156819],1422
arr[8028],1344
arr[134195],1398
arr[107985],1428
arr[137297],1422
arr[19277],1416
arr[97793],1446
arr[61810],1464
arr[200886],1416
arr[114302],1332
arr[42736],1476
arr[102437],1458
arr[219168],1386
arr[133860],1416
arr[7686],1332
arr[22873],1434
arr[227101],1416
arr[82834],1446
arr[22859],1434
arr[238665],1452
arr[33446],1386
arr[94592],1386
arr[43800],1410
arr[121663],1350
arr[32557],1428
arr[96764],1398
arr[67917],1380
arr[108111],1404
arr[231092],1410
arr[18632],1380
arr[52989],1560
arr[154263],1398
arr[26660],1446
arr[203537],1500
arr[12248],1392
arr[180310],1530
arr[239166],1410
arr[126393],1434
arr[242120],1416
arr[190052],1374
arr[7047],1440
arr[51209],1410
arr[42489],1386
arr[226215],1428
arr[185069],1398
arr[66527],1428
arr[15440],1476
arr[178522],1428
arr[149362],1422
arr[38299],1662
arr[167187],1422
arr[199160],1368
arr[149243],1434
arr[227340],1410
arr[70823],1452
arr[181800],1434
arr[90456],1392
arr[155092],1458
arr[56263],1440
arr[87900],1440
arr[173725],1446
arr[125605],1386
arr[242163],1404
arr[216737],1668
arr[79142],1350
arr[20764],1428
arr[163399],1428
arr[68308],1428
arr[147157],1458
arr[155520],1332
arr[8361],1410
arr[154205],1404
arr[223081],1434
arr[67202],1314
arr[146772],1422
arr[174502],1434
arr[150082],1434
arr[162213],1440
arr[103025],1464
arr[65796],1518
arr[216864],1410
arr[20212],1404
arr[14956],1416
arr[116108],1410
arr[13904],1410
arr[102132],1422
arr[64260],1428
arr[104360],1530
arr[23576],1422
arr[120524],1284
arr[208612],1488
arr[213653],1488
arr[246129],1386
arr[200776],1434
arr[196743],1362
arr[75271],1392
arr[221540],1428
arr[110142],1446
arr[159931],1398
arr[118697],1482
arr[32014],1362
arr[184644],1464
arr[39254],1278
arr[5095],1422
arr[18199],1434
arr[186027],1332
arr[179598],1404
arr[168281],1428
arr[114592],1416
arr[48975],1392
arr[429],1464
arr[81456],1356
arr[85539],1440
arr[31737],1374
arr[213916],1446
arr[99444],1392
arr[150221],1410
arr[44529],1428
arr[220156],1428
arr[173798],1410
arr[165053],1362
arr[178769],1398
arr[153803],1380
arr[177534],1458
arr[145897],1404
arr[116898],1446
arr[19157],1458
arr[117437],1428
arr[227041],1368
arr[179088],1410
arr[2486],1434
arr[25407],1410
arr[113733],1410
arr[41741],1386
arr[30503],1410
arr[131932],1584
arr[244120],1404
arr[226453],1386
arr[66565],1356
arr[108712],1338
arr[25428],1410
arr[83346],1422
arr[206520],1422
arr[110967],1404
arr[115083],1620
arr[170437],1494
arr[226763],1398
arr[15305],1392
arr[231318],1434
arr[213272],1356
arr[205455],1446
arr[146371],1458
arr[142041],1428
arr[125610],1350
arr[90257],1620
arr[54290],1404
arr[242509],1320
arr[109414],1404
arr[188079],1410
arr[235902],1482
arr[54854],1404
arr[190565],1428
arr[11309],1416
arr[184939],1374
arr[248658],1410
arr[58164],1446
arr[83223],1422
arr[9130],1434
arr[34617],1452
arr[149788],1374
arr[117842],1398
arr[76397],1374
arr[233134],1458
arr[74363],1416
arr[203717],1416
arr[114570],1446
arr[11152],1434
arr[196832],1452
arr[129875],1398
arr[242470],1602
arr[160104],1440
arr[101682],1446
arr[155193],1368
arr[68497],1440
arr[227292],1350
arr[245450],1446
arr[122787],1446
arr[219801],1392
arr[121216],1416
arr[77218],1422
arr[222055],1410
arr[192422],1482
arr[34136],1410
arr[233365],1428
arr[127362],1422
arr[32794],1398
arr[41529],1404
arr[210585],1440
arr[41925],1410
arr[92499],1410
arr[126726],1302
arr[176119],1644
arr[185248],1464
arr[126212],1374
arr[16834],1284
arr[155317],1410
arr[240782],1440
arr[27986],1398
arr[102150],1428
arr[137009],1464
arr[20456],1422
arr[28606],1458
arr[238691],1680
arr[192001],1422
arr[113456],1464
arr[215984],1404
arr[187451],1434
arr[2595],1380
arr[202137],1422
arr[75019],1428
arr[79814],1476
arr[174193],1464
arr[17442],1452
arr[113950],1416
arr[173910],1440
arr[144804],1500
arr[163096],1434
arr[231791],1422
arr[121741],1386
arr[221373],1428
arr[90642],1446
arr[248467],1422
arr[147493],1446
arr[25891],1404
arr[124680],1470
arr[164327],1434
arr[197560],1392
arr[131814],1422
arr[208666],1464
arr[66062],1458
arr[18824],1422
arr[245474],1500
arr[111021],1284
arr[7515],1734
arr[187476],1416
arr[224477],1356
arr[239851],1434
arr[141279],1410
arr[227072],1368
arr[208341],1380
arr[216299],1284
arr[73238],1410
arr[148886],1416
arr[233741],1452
arr[203540],1398
arr[72796],1404
arr[144897],1392
arr[116637],1518
arr[70939],1500
arr[16638],1476
arr[88010],1428
arr[161582],1452
arr[31458],1440
arr[1855],1464
arr[203825],1416
arr[172490],1452
arr[182535],1470
arr[167737],1380
arr[54304],1482
arr[141201],1410
arr[233800],1398
arr[89480],1314
arr[136675],1458
arr[94821],1416
arr[96996],1386
arr[74151],1464
arr[85650],1428
arr[103199],1404
arr[215431],1434
arr[79074],1644
arr[61540],1446
arr[198082],1314
arr[152313],1410
arr[210426],1434
arr[181823],1398
arr[105853],1446
arr[49574],1434
arr[93072],1422
arr[238842],1416
arr[136866],1308
arr[126062],1302
arr[93205],1440
arr[48448],1452
arr[157520],1410
arr[95060],1404
arr[18625],1416
arr[96362],1452
arr[27595],1428
arr[186362],1440
arr[150667],1422
arr[185148],1398
arr[170162],1434
arr[240147],1446
arr[71824],1410
arr[31335],1464
arr[103495],1350
arr[162327],1428
arr[116985],1338
arr[206695],1422
arr[144110],1464
arr[196060],1440
arr[34587],1410
arr[92192],1416
arr[114725],1428
arr[11366],1404
arr[40367],1554
arr[236930],1434
arr[77292],1440
arr[133439],1380
arr[225773],1368
arr[214158],1416
arr[9502],1452
arr[68978],1428
arr[12606],1518
arr[183374],1512
arr[180390],1446
arr[47583],1398
arr[29737],1446
arr[224338],1380
arr[233946],1404
arr[196756],1308
arr[159486],1392
arr[170460],1386
arr[203255],1374
arr[247662],1488
arr[201796],1428
arr[73103],1410
arr[176342],1542
arr[85133],1434
arr[46150],1440
arr[70452],1422
arr[47545],1386
arr[80737],1302
arr[178997],1374
arr[162270],1452
arr[108455],1422
arr[219364],1452
arr[165553],1416
arr[185748],1410
arr[119156],1422
arr[157678],1434
arr[166258],1440
arr[145010],1428
arr[226656],1434
arr[178865],1428
arr[78384],1410
arr[173398],1368
arr[242800],1392
arr[124473],1452
arr[147736],1410
arr[226746],1440
arr[87581],1434
arr[57223],1434
arr[147207],1350
arr[40837],1440
arr[71237],1446
arr[99003],1470
arr[130292],1416
arr[247579],1410
arr[200488],1428
arr[176442],1362
arr[84384],1422
arr[248034],1650
arr[23531],1704
arr[13381],1494
arr[176656],1434
arr[131987],1428
arr[249097],1398
arr[92209],1338
arr[84087],1446
arr[134605],1470
arr[249887],1440
arr[345],1356
arr[29615],1470
arr[242895],1458
arr[195562],1434
arr[124352],1404
arr[166294],1542
arr[188363],1428
arr[15177],1428
arr[64030],1392
arr[165109],1410
arr[102759],1476
arr[137605],1302
arr[78668],1404
arr[159948],1404
arr[208843],1410
arr[194023],1422
arr[40240],1458
arr[222774],1536
arr[144512],1416
arr[233034],1440
arr[73510],1428
arr[142546],1440
arr[6565],1596
arr[86891],1398
arr[69202],1452
arr[154904],1404
arr[102341],1434
arr[161412],1386
arr[238991],1410
arr[236946],1458
arr[177651],1368
arr[5689],1422
arr[32914],1392
arr[170547],1458
arr[201251],1398
arr[157266],1386
arr[86841],1422
arr[155966],1452
arr[188795],1434
arr[167223],1428
arr[71076],1410
arr[41554],1428
arr[54829],1404
arr[166096],1338
arr[201502],1458
arr[30024],1422
arr[110120],1434
arr[8094],1632
arr[19150],1476
arr[4632],1446
arr[241128],1404
arr[92661],1392
arr[163530],1428
arr[247694],1452
arr[195904],1500
arr[232732],1380
arr[168950],1422
arr[48245],1428
arr[160496],1428
arr[157942],1452
arr[51544],1548
arr[104500],1446
arr[179983],1434
arr[100810],1386
arr[25047],1332
arr[131234],1578
arr[8076],1392
arr[128240],1476
arr[37201],1446
arr[196871],1512
arr[61815],1326
arr[124629],1410
arr[4778],1404
arr[132996],1440
arr[40725],1506
arr[222632],1458
arr[179372],1428
arr[167197],1434
arr[230727],1434
arr[198523],1422
arr[171829],1392
arr[238207],1434
arr[57536],1428
arr[101711],1428
arr[2253],1428
arr[3440],1428
arr[84444],1464
arr[171204],1386
arr[68038],1422
arr[11292],1404
arr[79146],1314
arr[135934],1356
arr[115792],1410
arr[9129],1344
arr[236744],1428
arr[157191],1410
arr[156715],1440
arr[11172],1416
arr[51783],1488
arr[210268],1668
arr[224395],1440
arr[113599],1374
arr[84897],1440
arr[229173],1716
arr[12947],1566
arr[141975],1452
arr[201806],1356
arr[192320],1410
arr[59172],1434
arr[198885],1368
arr[157195],1362
arr[247354],1422
arr[187092],1416
arr[214731],1320
arr[99065],1392
arr[189346],1326
arr[218171],1428
arr[199861],1428
arr[110550],1446
arr[52561],1416
arr[227506],1434
arr[206048],1470
arr[188495],1362
arr[93298],1410
arr[231529],1404
arr[191591],1338
arr[16842],1356
arr[154596],1410
arr[202763],1422
arr[68625],1410
arr[114865],1404
arr[177159],1422
arr[198576],1422
arr[216114],1464
arr[172684],1428
arr[211524],1434
arr[124441],1470
arr[124490],1404
arr[170196],1542
arr[199966],1332
arr[89727],1674
arr[77391],1404
arr[213672],1422
arr[26820],1428
arr[42122],1422
arr[62737],1476
arr[232518],1422
arr[26645],1410
arr[28951],1398
arr[93068],1326
arr[79207],1464
arr[6457],1398
arr[65468],1392
arr[34054],1440
arr[116107],1320
arr[63349],1338
arr[225646],1440
arr[149301],1452
arr[217945],1434
arr[178409],1368
arr[217927],1578
arr[82810],1440
arr[121920],1428
arr[182855],1362
arr[65277],1374
arr[44605],1458
arr[160731],1476
arr[189718],1434
arr[169095],1458
arr[80927],1392
arr[139684],1380
arr[25175],1398
arr[158318],1332
arr[103356],1458
arr[51995],1440
arr[216792],1428
arr[182446],1422
arr[50865],1404
arr[243438],1452
arr[211397],1440
arr[160285],1422
arr[88997],1692
arr[234206],1440
arr[225753],1398
arr[123051],1440
arr[116665],1428
arr[39102],1290
arr[98697],1476
arr[15967],1404
arr[7047],1320
arr[43459],1404
arr[246],1404
arr[106210],1416
arr[165379],1434
arr[199453],1320
arr[171487],1422
arr[209984],1464
arr[110185],1428
arr[111205],1428
arr[145432],1380
arr[207464],1452
arr[17242],1428
arr[170607],1404
arr[132135],1422
arr[120598],1428
arr[238954],1422
arr[98927],1440
arr[69396],1368
arr[39819],1428
arr[108717],1326
arr[30793],1416
arr[216456],1356
